User_ID,Age,Gender,Platform,Daily_Usage_Time_min,Posts_Per_Day,Likes_Received_Daily,Comments_Received_Daily,Messages_Sent_Daily,Scroll_Rate_ppm,Addiction_Level,Emotional_State_Post_Usage,Productivity_Loss_Score,Mental_Health_Index,FOMO_Score
1886,49.0,M,LinkedIn,329.0,16.0,316,34,139,43,severe,Anxious,9,34.0,9.0
1282,33.0,F,Pinterest,89.0,5.0,371,79,135,98,Moderate,NEUTRAL,3,67.0,5.0
1267,52.0,F,LinkedIn,77.0,5.0,23,12,78,58,Moderate,Calm,5,58.0,3.0
1443,56.0,Female,Twitter,146.0,4.0,190,49,37,17,MODERATE,Bored,3,78.0,4.0
1746,39.0,FEMALE,FACEBOOK,226.0,16.0,443,26,70,54,high,Envious,7,43.0,7.0
1383,33.0,Female,Twitter,99.0,7.0,94,59,70,87,moderate,Neutral,3,56.0,4.0
1693,,Male,LinkedIn,,,471,71,85,19,HIGH,Anxious,6,,
1894,18.0,Male,YouTube,323.0,28.0,367,3,37,10,severe,Stressed,9,20.0,9.0
1535,58.0,FEMALE,YOUTUBE,171.0,6.0,284,69,52,5,High,Stressed,8,50.0,6.0
1119,29.0,Male,LinkedIn,44.0,2.0,147,3,24,53,Low,Inspired,3,76.0,3.0
1389,30.0,Non-Binary,instagram,142.0,5.0,298,29,1,53,Moderate,NEUTRAL,3,65.0,5.0
1251,16.0,MALE,Facebook,147.0,1.0,239,8,79,111,Moderate,Calm,3,69.0,3.0
1944,31.0,Male,INSTAGRAM,415.0,17.0,180,61,112,114,severe,Stressed,8,20.0,8.0
1454,57.0,,,67.0,6.0,205,17,0,74,moderate,,3,60.0,4.0
1010,44.0,Non-Binary,Instagram,16.0,2.0,343,54,59,96,Low,Calm,2,74.0,1.0
1197,19.0,male,LinkedIn,33.0,2.0,239,64,93,38,LOW,Happy,2,98.0,2.0
1619,16.0,female,FACEBOOK,236.0,5.0,178,65,117,71,High,Anxious,8,39.0,8.0
1082,53.0,NON-BINARY,Snapchat,18.0,1.0,436,15,36,7,LOW,Happy,2,97.0,1.0
1399,31.0,FEMALE,TikTok,67.0,5.0,407,65,116,90,MODERATE,NEUTRAL,3,57.0,3.0
1502,47.0,F,Pinterest,154.0,11.0,400,47,49,32,High,Anxious,7,51.0,7.0
1635,31.0,Female,LinkedIn,207.0,12.0,73,87,141,65,high,Stressed,7,54.0,8.0
1240,35.0,Male,INSTAGRAM,58.0,2.0,311,88,115,101,LOW,Calm,3,89.0,1.0
1310,40.0,M,YOUTUBE,124.0,3.0,218,40,64,79,Moderate,Calm,5,68.0,5.0
1212,21.0,NON-BINARY,Instagram,11.0,2.0,121,16,134,46,LOW,Motivated,1,73.0,1.0
1835,27.0,FEMALE,YOUTUBE,420.0,26.0,64,33,89,102,SEVERE,Depressed,9,41.0,8.0
1381,13.0,male,Instagram,128.0,1.0,142,26,88,64,moderate,Neutral,4,66.0,3.0
1602,,F,TIKTOK,,,154,66,34,7,high,Anxious,8,,
1228,24.0,male,Instagram,44.0,1.0,11,76,99,30,low,Happy,3,95.0,3.0
1874,38.0,Female,FACEBOOK,313.0,14.0,455,69,87,108,severe,Anxious,8,43.0,9.0
1360,13.0,M,YouTube,85.0,3.0,470,94,13,102,moderate,Bored,4,58.0,5.0
1814,16.0,FEMALE,Facebook,619.0,12.0,389,41,145,111,Severe,Stressed,9,40.0,9.0
1178,48.0,FEMALE,Pinterest,13.0,1.0,339,26,135,90,Low,Happy,2,82.0,2.0
1995,57.0,F,INSTAGRAM,541.0,20.0,86,53,131,70,severe,Anxious,8,23.0,9.0
1757,15.0,Male,INSTAGRAM,650.0,16.0,74,19,86,91,Severe,DEPRESSED,9,43.0,9.0
1494,,  Male  ,  instagram  ,,,383,5,77,54,Moderate,Bored,3,,
1335,17.0,,,84.0,4.0,124,90,29,119,Moderate,,5,65.0,3.0
1893,32.0,F,Instagram,693.0,27.0,425,11,70,105,SEVERE,Stressed,9,26.0,9.0
1008,51.0,FEMALE,INSTAGRAM,53.0,2.0,60,27,122,40,LOW,Motivated,3,89.0,3.0
1156,53.0,Female,TIKTOK,9.0,2.0,365,68,23,83,LOW,Happy,1,85.0,2.0
1843,34.0,MALE,Snapchat,590.0,14.0,393,46,49,39,Severe,DEPRESSED,9,39.0,9.0
1751,31.0,male,INSTAGRAM,655.0,25.0,170,36,7,45,SEVERE,Stressed,8,28.0,9.0
1942,40.0,,,325.0,19.0,286,73,149,117,severe,,8,35.0,8.0
1483,17.0,female,YOUTUBE,70.0,5.0,243,97,60,63,MODERATE,Neutral,5,62.0,4.0
1847,25.0,NON-BINARY,Instagram,716.0,14.0,494,2,84,59,Severe,Anxious,9,38.0,9.0
1750,54.0,female,Pinterest,196.0,8.0,245,66,75,52,high,Stressed,7,41.0,8.0
1904,29.0,MALE,FACEBOOK,442.0,16.0,407,63,99,75,severe,Anxious,9,22.0,9.0
1592,17.0,M,TikTok,237.0,15.0,352,51,146,41,high,Stressed,6,47.0,8.0
1953,20.0,female,Instagram,479.0,20.0,426,29,70,34,Severe,DEPRESSED,8,30.0,9.0
1581,21.0,female,FACEBOOK,253.0,16.0,294,54,17,87,High,ANXIOUS,6,47.0,6.0
1440,,FEMALE,Twitter,,,187,71,40,100,moderate,NEUTRAL,4,,
1543,,,,,,375,30,79,37,High,,7,,
1597,51.0,Female,Facebook,227.0,7.0,37,28,20,85,HIGH,Envious,8,58.0,8.0
1724,22.0,Female,TIKTOK,156.0,13.0,425,53,83,74,HIGH,Anxious,6,54.0,6.0
1678,14.0,female,YouTube,277.0,5.0,393,59,32,106,high,Anxious,8,42.0,6.0
1479,59.0,MALE,FACEBOOK,109.0,6.0,341,13,58,88,Moderate,Calm,5,68.0,5.0
1229,52.0,F,Twitter,16.0,2.0,190,7,141,90,low,Inspired,3,85.0,1.0
1975,,,,,,4,46,134,89,severe,,9,,
1815,18.0,F,INSTAGRAM,434.0,20.0,43,22,133,50,severe,Depressed,9,35.0,9.0
1213,30.0,Male,LinkedIn,28.0,0.0,417,32,80,104,low,Motivated,3,93.0,1.0
1080,22.0,  MALE  ,  Instagram  ,26.0,1.0,324,85,12,69,Low,Calm,2,98.0,3.0
1149,59.0,NON-BINARY,YOUTUBE,38.0,1.0,53,68,146,76,Low,Motivated,3,98.0,1.0
1303,55.0,male,Twitter,60.0,3.0,14,22,147,55,moderate,Calm,3,64.0,3.0
1356,59.0,NON-BINARY,FACEBOOK,85.0,1.0,128,21,20,49,Moderate,Bored,4,57.0,3.0
1430,23.0,F,TIKTOK,98.0,3.0,482,23,113,85,Moderate,Bored,3,59.0,4.0
1520,41.0,male,instagram,277.0,11.0,350,65,8,115,high,Anxious,6,51.0,7.0
1363,54.0,M,instagram,112.0,5.0,17,36,132,59,MODERATE,Calm,3,69.0,3.0
1595,50.0,F,TikTok,286.0,17.0,256,46,108,21,high,Envious,7,45.0,8.0
1358,48.0,male,TikTok,104.0,3.0,155,86,45,20,Moderate,Neutral,3,57.0,3.0
1134,14.0,Female,Facebook,30.0,2.0,170,15,87,78,Low,Inspired,1,85.0,2.0
1830,19.0,M,LinkedIn,339.0,13.0,274,44,119,55,SEVERE,DEPRESSED,8,31.0,8.0
1312,31.0,M,INSTAGRAM,92.0,6.0,479,19,21,26,Moderate,Neutral,4,62.0,5.0
1622,,Female,Pinterest,,,448,69,6,71,HIGH,Envious,8,,
1465,48.0,female,LinkedIn,74.0,1.0,4,21,144,94,MODERATE,Neutral,3,75.0,3.0
1994,13.0,FEMALE,YouTube,525.0,14.0,50,59,92,78,severe,DEPRESSED,9,22.0,9.0
1001,14.0,female,FACEBOOK,40.0,1.0,210,68,129,28,low,Happy,1,79.0,1.0
1317,16.0,,,101.0,2.0,318,69,5,9,moderate,,3,55.0,3.0
1723,48.0,Male,Facebook,221.0,10.0,19,92,63,39,HIGH,Envious,7,38.0,8.0
1560,21.0,Male,Facebook,277.0,16.0,49,20,46,80,High,Envious,7,46.0,8.0
1372,,female,instagram,,,20,73,121,107,moderate,NEUTRAL,3,,
1545,40.0,FEMALE,Pinterest,218.0,15.0,125,20,2,8,HIGH,Anxious,7,47.0,6.0
1850,44.0,FEMALE,FACEBOOK,558.0,18.0,105,71,5,91,SEVERE,Depressed,8,41.0,9.0
1395,50.0,male,Instagram,109.0,5.0,373,36,62,30,MODERATE,Bored,5,71.0,3.0
1173,19.0,NON-BINARY,INSTAGRAM,50.0,1.0,366,30,10,108,Low,Inspired,2,87.0,3.0
1126,28.0,,,24.0,0.0,305,71,23,50,Low,,2,88.0,1.0
1899,50.0,Male,Snapchat,365.0,20.0,316,33,53,59,SEVERE,Anxious,8,25.0,9.0
1579,,MALE,YOUTUBE,,,477,29,31,23,high,Stressed,7,,
1949,58.0,Female,Facebook,452.0,13.0,398,72,41,113,SEVERE,Stressed,8,39.0,8.0
1921,42.0,Male,YouTube,431.0,15.0,204,81,99,88,SEVERE,Anxious,9,24.0,8.0
1091,42.0,male,Instagram,42.0,1.0,135,56,119,45,low,Inspired,3,87.0,3.0
1971,38.0,F,Instagram,409.0,21.0,371,47,95,98,Severe,Depressed,9,25.0,9.0
1182,59.0,Male,YOUTUBE,39.0,2.0,370,22,113,84,Low,Inspired,2,84.0,3.0
1364,35.0,F,TIKTOK,149.0,7.0,411,34,67,54,moderate,Bored,3,73.0,5.0
1275,19.0,Female,YouTube,105.0,5.0,352,43,93,75,Moderate,Neutral,5,63.0,3.0
1913,23.0,Female,instagram,511.0,21.0,320,25,60,98,Severe,Anxious,8,32.0,8.0
1070,46.0,Female,instagram,17.0,2.0,297,38,92,104,low,Happy,3,94.0,1.0
1292,43.0,NON-BINARY,Snapchat,110.0,6.0,462,93,84,86,Moderate,NEUTRAL,4,62.0,5.0
1132,25.0,female,INSTAGRAM,22.0,0.0,356,25,53,93,LOW,Inspired,3,72.0,2.0
1301,37.0,MALE,INSTAGRAM,78.0,4.0,72,35,86,57,Moderate,Neutral,4,73.0,4.0
1448,13.0,female,instagram,135.0,4.0,374,24,88,48,Moderate,Calm,5,77.0,5.0
1327,54.0,NON-BINARY,TikTok,104.0,1.0,169,96,4,54,MODERATE,Bored,3,73.0,5.0
1145,49.0,M,INSTAGRAM,7.0,2.0,223,51,128,50,LOW,Inspired,3,92.0,1.0
1552,16.0,F,instagram,225.0,6.0,27,34,105,42,High,Anxious,6,45.0,7.0
1596,26.0,M,LinkedIn,257.0,11.0,443,31,101,111,high,Envious,8,51.0,6.0
1656,39.0,MALE,Pinterest,158.0,17.0,331,43,50,48,high,Envious,6,56.0,8.0
1136,39.0,Male,TikTok,41.0,0.0,386,88,96,101,LOW,Inspired,2,72.0,3.0
1431,56.0,  Non-Binary  ,  TikTok  ,64.0,2.0,296,17,11,80,Moderate,Calm,4,69.0,4.0
1165,20.0,Non-Binary,FACEBOOK,34.0,0.0,475,77,124,98,low,Happy,3,90.0,1.0
1029,26.0,Female,INSTAGRAM,5.0,1.0,110,75,26,40,Low,Inspired,1,82.0,3.0
1588,46.0,M,FACEBOOK,151.0,15.0,250,33,64,108,HIGH,Envious,7,37.0,8.0
1194,22.0,FEMALE,FACEBOOK,26.0,2.0,349,99,136,84,low,Inspired,2,86.0,1.0
1791,52.0,Non-Binary,LinkedIn,331.0,24.0,119,27,121,39,SEVERE,DEPRESSED,8,23.0,8.0
1653,,NON-BINARY,FACEBOOK,9999.0,,375,68,121,83,HIGH,Envious,6,,
1170,26.0,Female,TikTok,46.0,1.0,144,32,77,64,Low,Motivated,2,78.0,3.0
1514,,Non-Binary,Facebook,,,32,43,56,119,HIGH,Anxious,7,,
1141,37.0,female,INSTAGRAM,6.0,0.0,206,23,128,41,LOW,Motivated,1,90.0,2.0
1174,29.0,M,TIKTOK,20.0,0.0,204,12,76,105,LOW,Calm,3,88.0,3.0
1007,22.0,F,LinkedIn,55.0,1.0,151,61,11,104,low,Happy,1,81.0,1.0
1657,23.0,NON-BINARY,YouTube,231.0,11.0,187,33,46,95,High,ANXIOUS,8,43.0,6.0
1965,20.0,M,Twitter,318.0,28.0,492,3,127,114,SEVERE,Depressed,9,31.0,8.0
1074,47.0,female,TikTok,23.0,0.0,388,51,31,116,Low,Happy,2,99.0,1.0
1765,53.0,Female,FACEBOOK,398.0,10.0,185,24,110,12,Severe,Depressed,9,36.0,8.0
1654,58.0,Male,Instagram,274.0,6.0,487,99,58,60,high,Anxious,8,40.0,6.0
1239,58.0,FEMALE,INSTAGRAM,32.0,1.0,284,95,57,108,Low,Happy,3,72.0,1.0
1146,34.0,F,Facebook,50.0,2.0,144,38,116,104,low,Motivated,3,98.0,1.0
1809,24.0,female,Pinterest,502.0,28.0,31,29,45,81,severe,DEPRESSED,8,31.0,9.0
1235,36.0,female,YouTube,56.0,1.0,70,22,149,26,LOW,Inspired,3,92.0,3.0
1221,34.0,female,Pinterest,54.0,2.0,50,80,73,9,low,Calm,3,79.0,1.0
1501,59.0,Female,TikTok,202.0,14.0,400,18,143,25,HIGH,ANXIOUS,8,48.0,7.0
1674,24.0,MALE,YouTube,279.0,13.0,418,69,118,8,high,Stressed,8,52.0,8.0
1133,30.0,female,YouTube,7.0,1.0,354,19,35,28,low,Calm,2,96.0,3.0
1237,49.0,M,LinkedIn,53.0,2.0,427,95,139,65,LOW,Happy,1,83.0,2.0
1434,16.0,MALE,INSTAGRAM,61.0,4.0,331,94,60,71,moderate,Neutral,4,64.0,5.0
1671,51.0,M,LinkedIn,174.0,8.0,116,79,140,57,high,Anxious,7,38.0,7.0
1186,29.0,MALE,Pinterest,58.0,1.0,424,48,14,15,Low,Inspired,1,81.0,3.0
1042,23.0,male,TIKTOK,47.0,0.0,250,60,120,19,LOW,Calm,2,98.0,3.0
1626,54.0,Female,Twitter,171.0,16.0,124,3,132,9,HIGH,ANXIOUS,7,54.0,6.0
1109,55.0,Non-Binary,instagram,39.0,0.0,35,75,61,95,low,Happy,3,89.0,3.0
1604,25.0,Non-Binary,Pinterest,241.0,11.0,165,21,59,43,high,Envious,8,51.0,7.0
1057,26.0,Female,Facebook,34.0,0.0,60,88,28,29,Low,Inspired,2,79.0,1.0
1429,59.0,Male,Facebook,137.0,3.0,61,65,149,44,MODERATE,Neutral,5,65.0,5.0
1469,41.0,female,instagram,80.0,6.0,244,85,33,18,MODERATE,Calm,3,65.0,4.0
1577,21.0,M,instagram,194.0,13.0,488,52,4,98,high,Envious,6,55.0,7.0
1878,52.0,FEMALE,YouTube,688.0,29.0,4,4,79,17,severe,Anxious,9,31.0,9.0
1025,34.0,,,47.0,1.0,390,91,40,45,Low,,2,77.0,3.0
1441,47.0,F,Pinterest,124.0,6.0,169,71,65,26,MODERATE,NEUTRAL,3,66.0,4.0
1883,34.0,F,TikTok,340.0,14.0,356,62,10,6,SEVERE,Anxious,8,35.0,8.0
1544,,female,FACEBOOK,,,307,0,41,105,HIGH,Anxious,6,,
1634,24.0,MALE,YouTube,284.0,13.0,317,23,119,104,High,ANXIOUS,8,37.0,8.0
1831,33.0,female,YouTube,440.0,19.0,14,87,141,44,SEVERE,Stressed,9,34.0,8.0
1945,47.0,FEMALE,Instagram,319.0,16.0,224,49,99,111,severe,Anxious,9,39.0,9.0
1339,55.0,MALE,instagram,83.0,7.0,223,36,148,105,moderate,Calm,5,58.0,3.0
1052,15.0,Female,LinkedIn,9.0,1.0,279,29,115,67,low,Happy,3,77.0,2.0
1384,23.0,Male,Twitter,71.0,5.0,146,17,59,74,Moderate,NEUTRAL,5,70.0,5.0
1528,,F,INSTAGRAM,,,352,5,69,63,High,Anxious,8,,
1939,,Female,TIKTOK,,,52,78,112,61,Severe,DEPRESSED,8,,
1888,42.0,MALE,TIKTOK,385.0,25.0,212,46,58,104,Severe,Stressed,8,32.0,8.0
1265,37.0,FEMALE,Facebook,133.0,3.0,224,43,123,81,moderate,NEUTRAL,4,59.0,4.0
1550,,F,INSTAGRAM,,,21,63,5,95,HIGH,Stressed,7,,
1914,44.0,,,388.0,11.0,142,19,149,68,Severe,,9,44.0,8.0
1698,31.0,MALE,LinkedIn,243.0,17.0,80,85,28,34,High,Anxious,8,54.0,7.0
1396,41.0,FEMALE,Twitter,64.0,2.0,53,21,147,50,MODERATE,NEUTRAL,3,67.0,4.0
1530,27.0,F,Twitter,293.0,10.0,454,65,86,60,High,Stressed,7,42.0,6.0
1869,18.0,Non-Binary,TikTok,361.0,18.0,243,63,19,78,SEVERE,Anxious,8,20.0,8.0
1019,29.0,Male,FACEBOOK,26.0,1.0,339,33,14,36,Low,Inspired,3,94.0,2.0
1732,13.0,MALE,Snapchat,158.0,5.0,21,61,19,13,HIGH,Stressed,6,55.0,8.0
1679,,M,FACEBOOK,,,135,58,126,97,High,Anxious,6,,
1582,47.0,Male,YouTube,289.0,6.0,378,52,129,76,High,Stressed,8,55.0,8.0
1977,46.0,MALE,Instagram,422.0,12.0,276,98,133,106,Severe,DEPRESSED,8,22.0,9.0
1368,55.0,female,YouTube,104.0,1.0,30,20,105,44,moderate,Neutral,5,74.0,3.0
1084,43.0,Female,instagram,50.0,2.0,127,80,70,110,Low,Motivated,1,73.0,3.0
1062,22.0,Female,TikTok,12.0,2.0,376,31,110,41,LOW,Inspired,2,73.0,2.0
1842,34.0,MALE,FACEBOOK,444.0,14.0,307,33,107,33,Severe,Depressed,9,41.0,9.0
1273,19.0,Female,Facebook,146.0,7.0,272,63,26,90,MODERATE,Bored,5,60.0,4.0
1286,48.0,male,TIKTOK,108.0,6.0,157,76,95,35,moderate,Bored,5,65.0,3.0
1361,14.0,female,YOUTUBE,61.0,6.0,305,56,81,7,moderate,Bored,3,70.0,3.0
1355,22.0,Non-Binary,FACEBOOK,134.0,7.0,272,71,133,50,Moderate,NEUTRAL,3,68.0,5.0
1482,26.0,Male,FACEBOOK,81.0,2.0,311,18,58,79,Moderate,NEUTRAL,5,61.0,5.0
1279,26.0,male,YouTube,110.0,4.0,249,43,113,114,moderate,Bored,4,68.0,4.0
1013,54.0,FEMALE,instagram,37.0,0.0,13,55,25,119,low,Happy,2,97.0,1.0
1183,54.0,male,FACEBOOK,5.0,0.0,14,58,148,98,Low,Motivated,3,87.0,3.0
1369,40.0,M,INSTAGRAM,68.0,4.0,9,42,132,103,,Calm,5,77.0,4.0
1600,56.0,F,YOUTUBE,290.0,13.0,366,42,34,61,HIGH,ANXIOUS,6,38.0,6.0
1631,20.0,F,FACEBOOK,256.0,10.0,162,41,84,116,high,Stressed,7,37.0,7.0
1224,55.0,Female,TikTok,59.0,0.0,118,96,25,65,low,Happy,1,91.0,3.0
1972,14.0,NON-BINARY,Pinterest,405.0,23.0,47,39,117,75,severe,Stressed,9,34.0,9.0
1715,54.0,NON-BINARY,instagram,150.0,15.0,342,70,12,5,HIGH,ANXIOUS,7,56.0,6.0
1778,46.0,Female,YOUTUBE,314.0,21.0,324,59,93,76,SEVERE,Depressed,9,23.0,8.0
1558,27.0,NON-BINARY,YOUTUBE,299.0,17.0,267,28,124,32,High,Stressed,6,50.0,6.0
1466,39.0,NON-BINARY,Instagram,94.0,2.0,408,73,112,51,moderate,Calm,3,63.0,3.0
1598,56.0,Female,Pinterest,275.0,7.0,418,75,59,39,High,Stressed,7,44.0,7.0
1708,42.0,,,217.0,14.0,13,3,138,113,high,,6,43.0,7.0
1177,41.0,FEMALE,instagram,43.0,1.0,240,73,62,39,low,Motivated,3,80.0,1.0
1681,56.0,Male,TikTok,167.0,10.0,234,83,124,15,high,Anxious,8,38.0,6.0
1854,59.0,NON-BINARY,TIKTOK,651.0,11.0,380,70,20,59,SEVERE,Stressed,9,41.0,9.0
1955,41.0,MALE,Snapchat,541.0,28.0,462,90,7,11,Severe,Depressed,9,42.0,8.0
1457,44.0,M,LinkedIn,9999.0,3.0,228,35,60,85,Moderate,Neutral,5,75.0,5.0
1533,41.0,MALE,instagram,176.0,16.0,442,0,60,18,High,Anxious,6,47.0,6.0
1394,49.0,M,TIKTOK,134.0,3.0,306,45,138,118,moderate,NEUTRAL,4,57.0,5.0
1164,21.0,FEMALE,YOUTUBE,59.0,0.0,159,37,45,74,Low,Motivated,2,93.0,1.0
1249,32.0,F,YOUTUBE,29.0,0.0,94,35,107,97,Low,Calm,2,97.0,3.0
1650,32.0,MALE,Twitter,235.0,16.0,422,49,148,104,HIGH,Stressed,6,48.0,6.0
1903,,female,Pinterest,,,51,39,120,22,severe,Depressed,8,,
1685,55.0,Male,INSTAGRAM,299.0,5.0,455,86,68,49,HIGH,Anxious,7,35.0,7.0
1376,57.0,M,FACEBOOK,78.0,2.0,237,11,36,107,moderate,Calm,3,62.0,4.0
1413,55.0,MALE,Facebook,60.0,5.0,134,93,43,85,MODERATE,Bored,3,73.0,3.0
1075,37.0,F,instagram,38.0,0.0,155,94,91,46,LOW,Inspired,2,89.0,2.0
1114,48.0,,,33.0,1.0,97,68,18,48,low,,3,84.0,2.0
1584,41.0,Non-Binary,Facebook,164.0,17.0,55,67,107,107,high,Stressed,8,44.0,6.0
1573,58.0,,,282.0,14.0,348,53,34,14,HIGH,,8,41.0,8.0
1391,34.0,Non-Binary,INSTAGRAM,127.0,4.0,301,70,119,20,moderate,Calm,3,72.0,5.0
1105,57.0,Male,LinkedIn,57.0,2.0,239,25,111,58,low,Motivated,1,76.0,3.0
1115,47.0,female,FACEBOOK,22.0,1.0,162,87,102,38,Low,Motivated,2,99.0,1.0
1418,19.0,FEMALE,YouTube,62.0,3.0,73,28,13,39,moderate,Calm,5,61.0,4.0
1669,41.0,Male,LinkedIn,230.0,5.0,264,74,22,112,HIGH,Anxious,6,49.0,6.0
1458,33.0,Non-Binary,YouTube,129.0,1.0,150,54,91,18,moderate,NEUTRAL,3,70.0,4.0
1410,32.0,MALE,YOUTUBE,67.0,3.0,70,31,35,50,moderate,Calm,5,76.0,3.0
1093,26.0,female,Snapchat,6.0,0.0,51,60,14,75,Low,Motivated,1,87.0,1.0
1820,48.0,Non-Binary,Snapchat,622.0,22.0,201,8,77,107,SEVERE,Anxious,9,27.0,8.0
1090,41.0,female,Instagram,59.0,1.0,485,48,89,78,Low,Inspired,3,78.0,3.0
1337,44.0,FEMALE,Instagram,144.0,7.0,215,16,106,63,Moderate,Calm,4,75.0,3.0
1199,,M,FACEBOOK,,,85,69,82,7,LOW,Happy,3,,
1940,46.0,NON-BINARY,Snapchat,694.0,21.0,484,93,73,108,severe,DEPRESSED,8,23.0,8.0
1952,54.0,NON-BINARY,Pinterest,339.0,14.0,256,79,66,57,SEVERE,Depressed,8,44.0,8.0
1884,,Non-Binary,Pinterest,,,175,80,85,17,SEVERE,Anxious,9,,
1621,52.0,F,YouTube,282.0,13.0,44,65,13,116,high,Stressed,6,41.0,8.0
1790,51.0,MALE,FACEBOOK,517.0,19.0,284,1,59,81,Severe,Anxious,8,24.0,8.0
1627,,M,Snapchat,,,313,39,108,42,HIGH,Envious,7,,
1095,16.0,,,16.0,1.0,478,64,103,12,LOW,,3,74.0,3.0
1012,52.0,Non-Binary,TikTok,53.0,2.0,160,27,64,83,Low,Calm,1,73.0,3.0
1397,19.0,F,YOUTUBE,132.0,1.0,39,52,127,49,Moderate,Bored,3,70.0,4.0
1546,25.0,F,TikTok,206.0,5.0,40,52,131,45,HIGH,Stressed,7,56.0,7.0
1044,46.0,  female  ,  LinkedIn  ,13.0,0.0,200,91,84,23,Low,Calm,3,97.0,1.0
1043,56.0,female,LinkedIn,7.0,2.0,456,89,24,64,LOW,Happy,1,83.0,3.0
1168,14.0,female,Twitter,17.0,1.0,487,53,1,22,Low,Motivated,2,92.0,2.0
1417,13.0,NON-BINARY,Instagram,2000.0,7.0,427,41,136,11,Moderate,Neutral,5,64.0,4.0
1877,21.0,MALE,Pinterest,435.0,20.0,415,38,137,23,Severe,Stressed,9,32.0,8.0
1427,30.0,,,115.0,7.0,303,79,77,118,Moderate,,5,77.0,5.0
1900,,  Non-Binary  ,  LinkedIn  ,,,487,75,115,14,SEVERE,Stressed,8,,
1981,23.0,male,TIKTOK,451.0,10.0,251,42,86,31,severe,Stressed,9,25.0,8.0
1976,28.0,NON-BINARY,Snapchat,690.0,21.0,265,53,34,117,severe,Anxious,9,28.0,8.0
1688,,Female,TikTok,,,414,34,83,25,High,Anxious,7,,
1258,21.0,  M  ,  Instagram  ,116.0,6.0,224,16,138,7,Moderate,NEUTRAL,4,71.0,5.0
1336,45.0,Non-Binary,Twitter,103.0,6.0,341,32,120,65,Moderate,Bored,3,68.0,5.0
1016,19.0,MALE,Instagram,20.0,2.0,404,41,89,103,LOW,Happy,1,76.0,1.0
1645,28.0,F,Pinterest,257.0,6.0,175,93,142,73,high,ANXIOUS,6,42.0,7.0
1325,58.0,Female,FACEBOOK,106.0,7.0,249,50,52,44,moderate,NEUTRAL,3,74.0,5.0
1775,25.0,female,YOUTUBE,311.0,22.0,115,73,125,16,severe,Stressed,9,37.0,9.0
1223,15.0,Male,YouTube,14.0,2.0,75,25,2,96,Low,Happy,3,85.0,1.0
1180,23.0,F,instagram,59.0,0.0,37,85,132,87,low,Inspired,1,86.0,3.0
1012,52.0,Non-Binary,TikTok,53.0,2.0,160,27,64,83,Low,Calm,1,73.0,3.0
1522,,NON-BINARY,TikTok,,,447,43,71,64,high,Stressed,6,,
1023,18.0,  F  ,  Instagram  ,6.0,2.0,133,68,33,94,low,Happy,3,98.0,2.0
1357,40.0,MALE,INSTAGRAM,107.0,7.0,123,14,13,58,MODERATE,Bored,3,59.0,4.0
1962,20.0,male,instagram,605.0,15.0,31,68,101,23,SEVERE,Depressed,8,36.0,8.0
1906,55.0,female,instagram,515.0,13.0,116,37,14,69,Severe,Stressed,8,26.0,9.0
1341,45.0,  FEMALE  ,  TikTok  ,112.0,5.0,379,65,0,9,Moderate,NEUTRAL,3,62.0,4.0
1432,33.0,NON-BINARY,TIKTOK,146.0,2.0,69,19,3,81,Moderate,NEUTRAL,5,75.0,5.0
1774,23.0,Female,instagram,491.0,19.0,409,29,29,17,severe,Stressed,9,34.0,9.0
1851,31.0,Male,Twitter,380.0,15.0,150,4,85,53,severe,Stressed,9,28.0,8.0
1204,44.0,  F  ,  Snapchat  ,40.0,1.0,78,33,107,46,LOW,Motivated,3,79.0,2.0
1918,48.0,female,YouTube,638.0,17.0,34,89,81,58,Severe,Depressed,9,24.0,9.0
1094,22.0,FEMALE,instagram,29.0,0.0,115,41,66,86,LOW,Inspired,1,89.0,1.0
1571,,female,Instagram,,,455,71,119,114,HIGH,Anxious,6,,
1069,23.0,Male,YOUTUBE,14.0,0.0,93,17,138,74,LOW,Inspired,3,96.0,2.0
1755,43.0,Female,YOUTUBE,335.0,13.0,121,3,105,10,SEVERE,Stressed,8,24.0,8.0
1285,40.0,FEMALE,Twitter,92.0,1.0,220,73,38,119,Moderate,NEUTRAL,3,68.0,5.0
1928,18.0,FEMALE,INSTAGRAM,662.0,19.0,291,44,22,98,SEVERE,DEPRESSED,8,44.0,8.0
1435,42.0,female,instagram,96.0,2.0,449,6,137,80,moderate,NEUTRAL,3,63.0,5.0
1154,47.0,Female,instagram,36.0,2.0,482,98,33,67,LOW,Calm,3,78.0,3.0
1076,45.0,FEMALE,INSTAGRAM,38.0,0.0,423,76,14,71,low,Happy,2,97.0,1.0
1747,55.0,Female,LinkedIn,255.0,13.0,307,20,27,118,HIGH,Stressed,6,54.0,8.0
1447,31.0,NON-BINARY,TikTok,144.0,4.0,359,95,39,100,Moderate,Calm,3,75.0,3.0
1189,41.0,MALE,Twitter,47.0,2.0,133,44,31,64,LOW,Calm,3,78.0,3.0
1272,23.0,,,118.0,2.0,40,96,120,108,moderate,,5,79.0,5.0
1237,49.0,M,LinkedIn,53.0,2.0,427,95,139,65,LOW,Happy,1,83.0,2.0
1488,17.0,,,121.0,4.0,52,4,85,67,MODERATE,,3,56.0,3.0
